Year,AREA,TIME_DETAIL,Value
2015,West Bank,2015,0.52
2016,West Bank,2016,0.33
2017,West Bank,2017,0.39
2018,West Bank,2018,0.42
2019,West Bank,2019,0.41
2015,Gaza Strip,2015,0.77
2016,Gaza Strip,2016,2.07
2017,Gaza Strip,2017,2.08
2018,Gaza Strip,2018,0.98
2019,Gaza Strip,2019,0.3
2015,Palestine,2015,0.61
2016,Palestine,2016,1.05
2017,Palestine,2017,1.1
2018,Palestine,2018,0.65
2019,Palestine,2019,0.37
